"1.1.1";"""КВП


2""";"-";"Медный кросс";"ТП 110 кВ ""Усть-Лабинская"",


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Кабельный бокс";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая";"-";"-";"-";"3";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"23"
"1.1.12";"КВПнг(А)-


LS-5e 2x2x0,52";"-";"Медный кросс";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Маршрутизатор Cisco 4451


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.13";"КВПнг(А)-


LS-5e 2x2x0,52";"-";"Медный кросс";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Маршрутизатор Cisco 4451


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.14";"Патч-корд STP, 1 м*";"-";"Маршрутизатор Cisco 4451


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Маршрутизатор Cisco 4451


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1"
"1.1.15";"Патч-корд STP, 3 м*";"-";"Коммутатор Cisco CGS 2520 (основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Модуль защиты РГ4-12LSA


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.16";"Кабель линий SHDSL СМЛТ-2, 2 м*";"-";"Мультиплексор


СМК-30-3


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Модуль защиты МЗ-SHDSL-2";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4"
"1.1.17";"Кабель для СМА-4-4, 2 м*";"-";"Мультиплексор


СМК-30-3


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Медный кросс";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4"
"1.1.18";"Кабель для СМА-2-4, 2 м*";"-";"Мультиплексор


СМК-30-3


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Медный кросс";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4"
"1.1.19";"КВПЭфнг(А)-


LS-5e 4x2x0,52";"-";"Модуль защиты РГ4-12LSA


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Оборудование ССПИ";"ТП 110 кВ ""Усть-Лабинская"", 


ГШУ № 2, стойка ТМ";"-";"-";"-";"4";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"19"
"1.1.20";"КВПЭфнг(А)-


LS-5e 4x2x0,52";"-";"Модуль защиты РГ4-12LSA


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Маршрутизатор Cisco 4451


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"4";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"19"
"1.1.21";"Патч-корд STP, 3 м*";"-";"Маршрутизатор Cisco 4451


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Коммутатор Cisco CGS 2520 (основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.22";"Патч-корд STP, 3 м*";"-";"Маршрутизатор Cisco 4451


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Коммутатор Cisco CGS 2520 (резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.23";"Патч-корд STP, 3 м*";"-";"Коммутатор Cisco CGS 2520 (основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Модуль защиты РГ4-12LSA


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.24";"Патч-корд STP, 3 м*";"-";"Коммутатор Cisco CGS 2520 (резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Модуль защиты РГ4-12LSA


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.1.25";"Патч-корд STP, 1 м*";"-";"Коммутатор Cisco CGS 2520 (основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Коммутатор Cisco CGS 2520 (резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1"
"1.1.26";"Кабель FO-DA-IN-9-2-LSZH-YL*";"-";"Мультиплексор


СМК-30-3


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Оптический кросс ";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая";"-";"-";"-";"3";"20";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"27"
"1.2.1";"ПуГВнг(А)-LS 1x16";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Магистраль заземления";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.2.2";"ПуГВнг(А)-LS 1x16";"-";"Комплект заземления FIMO UEK 1 M стандартный для кабеля";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая";"-";"-";"-";"-";"Магистраль заземления";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"6"
"1.2.3";"ПуГВнг(А)-LS 1x6";"-";"Байпасная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.4";"ПуГВнг(А)-LS 1x6";"-";"Распределительная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4"
"1.2.5";"ПуГВнг(А)-LS 1x6";"-";"АВР";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.6";"ПуГВнг(А)-LS 1x6";"-";"АКБ";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"6"
"1.2.7";"ПуГВнг(А)-LS 1x6";"-";"ИБП";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.8";"ПуГВнг(А)-LS 1x6";"-";"Шина заземления медного кросса";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.9";"ПуГВнг(А)-LS 1x6";"-";"Мультиплексор


СМК-30-3 (основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.10";"ПуГВнг(А)-LS 1x6";"-";"Мультиплексор


СМК-30-3 (резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.11";"ПуГВнг(А)-LS 1x6";"-";"Модуль защиты РГ4-12LSA (основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.12";"ПуГВнг(А)-LS 1x6";"-";"Модуль защиты РГ4-12LSA (резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.2.13";"ПуГВнг(А)-LS 1x16";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Магистраль заземления";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.2.14";"ПуГВнг(А)-LS 1x6";"-";" Модуль защиты МЗ-SHDSL-2";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4"
"1.2.15";"ПуГВнг(А)-LS 1x6";"-";"Модульная установка электропитания 48 В";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Шина заземления шкафа";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.1";"ВВГнг(А)-LS 3x2,5";"QF1";"Автоматический выключатель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, Щит собственных нужд";"-";"-";"-";"Q1";"Выключатель нагрузки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-1";"-";"-";"-";"4";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"18"
"1.3.2";"ВВГнг(А)-LS 3x2,5";"QF2";"Автоматический выключатель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, Щит собственных нужд";"-";"-";"-";"Q2";"Выключатель нагрузки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-2";"-";"-";"-";"4";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"19"
"1.3.3";"ВВГнг(А)-LS 3x2,5";"Q1";"Выключатель нагрузки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-1";"-";"-";"-";"-";"АВР";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.4";"ВВГнг(А)-LS 3x2,5";"Q2";"Выключатель нагрузки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-2";"-";"-";"-";"-";"АВР";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.5";"Кабель APC АР9878*";"-";"АВР";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"UGS";"Байпасная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.6";"ВВГнг(А)-LS 3x2,5";"-";"АВР";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Клеммные колодки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных ЩРП-1";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.7";"ВВГнг(А)-LS 3x2,5";"UGS";"Байпасная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"-";"Клеммные колодки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных ЩРП-2";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.8";"ВВГнг(А)-LS 3x2,5";"QF3";"Автоматический выключатель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-1";"-";"-";"-";"UG2";"Модульная установка электропитания 48 В";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"6";"-";"3";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"11"
"1.3.9";"ВВГнг(А)-LS 3x1,5";"QF4";"Автоматический выключатель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных ЩРП-2";"-";"-";"-";"XT1";"Клеммные колодки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"6";"-";"3";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"11"
"1.3.10";"ВВГнг(А)-LS 3x1,5";"QF5";"Автоматический выключатель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-1";"-";"-";"-";" EL1";"Вентиляторная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.3.11";"Кабель APC АР9877*";"UG1";"ИБП";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"UGS";"Байпасная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"4"
"1.3.12";"ВВГнг(А)-LS 3x1,5";"UG2";"Модульная установка электропитания постоянным током";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Мультиплексор


СМК-30-3


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.13";"ВВГнг(А)-LS 3x1,5";"UG2";"Модульная установка электропитания постоянным током";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Мультиплексор


СМК-30-3


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.14";"ВВГнг(А)-LS 3x1,5";"UG2";"Модульная установка электропитания постоянным током";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Маршрутизатор Cisco 4451


(основной)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.15";"ВВГнг(А)-LS 3x1,5";"UG2";"Модульная установка электропитания постоянным током";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Маршрутизатор Cisco 4451


(резервный)";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.16";"ВВГнг(А)-LS 3x1,5";"XT2";"Клеммные колодки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"EL2";"Вентиляторная панель";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"3"
"1.3.17";"ВВГнг(А)-LS 3x1,5";"XT2";"Клеммные колодки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Щитовая розетка";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.18";"ВВГнг(А)-LS 3x2,5";"X1";"Щитовая розетка";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф электропитания оборудования передачи данных,  ЩРП-2";"-";"-";"-";"XT1";"Клеммные колодки";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"12"
"1.3.19";"ВВГнг(А)-LS 3x1,5";"UG2";"Модульная установка электропитания постоянным током";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Cisco CGS 2520 осн.";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
"1.3.20";"ВВГнг(А)-LS 3x1,5";"UG2";"Модульная установка электропитания постоянным током";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"-";"Cisco CGS 2520 рез.";"ТП 110 кВ ""Усть-Лабинская"", 


Щитовая, шкаф передачи данных";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"2"
